step,t(s),meas_pos(m),meas_vel(m/s),est_pos(m),est_vel(m/s),u(m/s^2)
814,8.14,-1.88286,-1.41931,-1.85149,-1.42911,0.256605
815,8.15,-1.80373,-1.44593,-1.8657,-1.4283,0.257985
816,8.16,-1.87747,-1.41535,-1.87987,-1.42473,0.259223
817,8.17,-1.86421,-1.41351,-1.8939,-1.42127,0.260454
818,8.18,-1.93272,-1.38293,-1.90787,-1.41531,0.261553
819,8.19,-1.92972,-1.46057,-1.92248,-1.41725,0.263111
820,8.2,-2.022,-1.44358,-1.93725,-1.4175,0.2646
821,8.21,-1.91283,-1.42608,-1.95136,-1.41587,0.265929
822,8.22,-1.88026,-1.39901,-1.96503,-1.41173,0.26709
823,8.23,-2.01055,-1.38272,-1.97902,-1.4066,0.268232
824,8.24,-2.08697,-1.40318,-1.99344,-1.40399,0.269544
825,8.25,-1.9372,-1.3872,-2.00706,-1.39985,0.270699
826,8.26,-2.04981,-1.39749,-2.02116,-1.39722,0.271977
827,8.27,-2.00304,-1.42755,-2.0353,-1.39759,0.273409
828,8.28,-2.04629,-1.38858,-2.04919,-1.39426,0.274632
829,8.29,-2.0492,-1.35401,-2.06272,-1.38793,0.275668
830,8.3,-2.03907,-1.40946,-2.07666,-1.38743,0.277037
831,8.31,-2.11837,-1.39177,-2.09069,-1.38537,0.278338
832,8.32,-1.96155,-1.39827,-2.10411,-1.38387,0.279604
833,8.33,-2.16282,-1.36803,-2.11799,-1.3799,0.280794
834,8.34,-2.05517,-1.37552,-2.13146,-1.37683,0.281987
835,8.35,-2.13714,-1.37343,-2.14517,-1.37394,0.283214
836,8.36,-2.19016,-1.37746,-2.15908,-1.37176,0.284496
837,8.37,-2.19558,-1.33179,-2.17253,-1.36542,0.285524
838,8.38,-2.14632,-1.36203,-2.18601,-1.36246,0.286724
839,8.39,-2.20987,-1.35727,-2.19964,-1.35938,0.287933
840,8.4,-2.23451,-1.34777,-2.21323,-1.3557,0.289108
841,8.41,-2.29535,-1.36005,-2.22711,-1.3536,0.290391
842,8.42,-2.26019,-1.3374,-2.24059,-1.34946,0.291532
843,8.43,-2.23456,-1.34824,-2.254,-1.34668,0.292734
844,8.44,-2.35005,-1.35048,-2.26785,-1.34451,0.29401
845,8.45,-2.34588,-1.39141,-2.28199,-1.3464,0.295519
846,8.46,-2.35338,-1.32703,-2.29552,-1.34197,0.296651
847,8.47,-2.28786,-1.32263,-2.30869,-1.33742,0.29774
848,8.48,-2.40025,-1.31991,-2.32223,-1.33317,0.298882
849,8.49,-2.39832,-1.3262,-2.33576,-1.3299,0.300071
850,8.5,-2.33873,-1.34572,-2.34918,-1.32867,0.301351
851,8.51,-2.37131,-1.31813,-2.36241,-1.32496,0.302489
852,8.52,-2.46739,-1.33508,-2.37614,-1.32331,0.303779
853,8.53,-2.34924,-1.33289,-2.38931,-1.32142,0.305002
854,8.54,-2.36918,-1.3299,-2.40248,-1.31941,0.306219
855,8.55,-2.35872,-1.29862,-2.41527,-1.31458,0.307256
856,8.56,-2.3497,-1.29145,-2.4279,-1.30949,0.308265
857,8.57,-2.43977,-1.30859,-2.441,-1.30661,0.30943
858,8.58,-2.3807,-1.28577,-2.45359,-1.30172,0.310445
859,8.59,-2.47225,-1.28253,-2.46647,-1.2971,0.311502
860,8.6,-2.48176,-1.35244,-2.47997,-1.29954,0.312974
861,8.61,-2.3957,-1.28277,-2.49244,-1.29497,0.313992
862,8.62,-2.532,-1.26702,-2.50525,-1.28951,0.315001
863,8.63,-2.52924,-1.27896,-2.51811,-1.28568,0.316094
864,8.64,-2.49766,-1.30041,-2.53098,-1.28417,0.317306
865,8.65,-2.59511,-1.28638,-2.54406,-1.28158,0.318485
866,8.66,-2.54338,-1.29133,-2.55692,-1.27961,0.319673
867,8.67,-2.59084,-1.27876,-2.56981,-1.27666,0.320814
868,8.68,-2.60134,-1.29186,-2.5828,-1.27523,0.322042
869,8.69,-2.60283,-1.25295,-2.59539,-1.27021,0.32305
870,8.7,-2.51573,-1.29633,-2.60798,-1.26964,0.32428
871,8.71,-2.70314,-1.23822,-2.62073,-1.26384,0.325265
872,8.72,-2.69583,-1.26884,-2.63368,-1.26146,0.326441
873,8.73,-2.66722,-1.24888,-2.64627,-1.25734,0.327494
874,8.74,-2.673,-1.25545,-2.6589,-1.25422,0.328601
875,8.75,-2.58448,-1.23341,-2.67092,-1.24914,0.329549
876,8.76,-2.563,-1.20978,-2.68258,-1.24224,0.33037
877,8.77,-2.62792,-1.23617,-2.6947,-1.23858,0.331398
878,8.78,-2.789,-1.22004,-2.70725,-1.23393,0.332422
879,8.79,-2.60597,-1.25502,-2.71935,-1.23276,0.333573
880,8.8,-2.68847,-1.21988,-2.7314,-1.22846,0.334563
881,8.81,-2.79189,-1.20885,-2.74371,-1.22364,0.335553
882,8.82,-2.7784,-1.25303,-2.75632,-1.22343,0.336803
883,8.83,-2.75914,-1.26896,-2.76894,-1.22469,0.338129
884,8.84,-2.83508,-1.21372,-2.78132,-1.22067,0.339165
885,8.85,-2.86822,-1.19257,-2.79358,-1.21504,0.34011
886,8.86,-2.76154,-1.21452,-2.80557,-1.21185,0.341149
887,8.87,-2.92668,-1.21855,-2.81819,-1.20956,0.342297
888,8.88,-2.84608,-1.17841,-2.83008,-1.20352,0.343184
889,8.89,-2.80153,-1.2109,-2.84204,-1.20106,0.344257
890,8.9,-2.9597,-1.22019,-2.85466,-1.19992,0.345462
891,8.91,-2.92045,-1.2141,-2.86702,-1.19822,0.346612
892,8.92,-2.88803,-1.16541,-2.87875,-1.19197,0.347474
893,8.93,-2.91298,-1.17986,-2.89066,-1.18771,0.348452
894,8.94,-2.8926,-1.1714,-2.90236,-1.18299,0.349386
895,8.95,-2.85517,-1.17522,-2.9139,-1.179,0.35034
896,8.96,-2.98965,-1.16752,-2.92586,-1.17484,0.351328
897,8.97,-2.93869,-1.15969,-2.93749,-1.17022,0.35226
898,8.98,-2.90676,-1.19142,-2.94923,-1.16899,0.353372
899,8.99,-2.92793,-1.16298,-2.96075,-1.16517,0.354333
900,9,-3.04528,-1.17291,-2.97277,-1.1628,0.355418
901,9.01,-2.95626,-1.1523,-2.98421,-1.15855,0.356348
902,9.02,-3.048,-1.12454,-2.99571,-1.15217,0.357179
903,9.03,-2.96792,-1.15806,-3.00714,-1.14944,0.358186
904,9.04,-2.98134,-1.1537,-3.01854,-1.14655,0.359181
905,9.05,-3.07504,-1.14659,-3.0302,-1.14337,0.360188
906,9.06,-3.00344,-1.13932,-3.04146,-1.13967,0.361129
907,9.07,-3.00791,-1.16638,-3.05294,-1.13887,0.362237
908,9.08,-3.11078,-1.14176,-3.06455,-1.13594,0.363252
909,9.09,-3.06543,-1.11552,-3.0757,-1.13069,0.364104
910,9.1,-3.0545,-1.11031,-3.0867,-1.12541,0.364941
911,9.11,-3.15214,-1.13458,-3.09827,-1.12306,0.36598
912,9.12,-3.13384,-1.13539,-3.10973,-1.12096,0.367021
913,9.13,-3.04919,-1.10982,-3.12056,-1.11647,0.36788
914,9.14,-3.06314,-1.11286,-3.13144,-1.1127,0.368779
915,9.15,-3.14442,-1.09827,-3.14246,-1.10799,0.369645
916,9.16,-3.06344,-1.10811,-3.15319,-1.10453,0.370546
917,9.17,-3.13169,-1.12048,-3.16427,-1.10264,0.371559
918,9.18,-3.145,-1.08867,-3.17506,-1.09791,0.372402
919,9.19,-3.19357,-1.11052,-3.1862,-1.09575,0.373408
920,9.2,-3.24226,-1.07382,-3.19716,-1.09035,0.374233
921,9.21,-3.1495,-1.04946,-3.20747,-1.08299,0.374896
922,9.22,-3.22165,-1.08612,-3.21835,-1.0799,0.37583
923,9.23,-3.17095,-1.05928,-3.22875,-1.07445,0.376598
924,9.24,-3.23749,-1.08853,-3.23963,-1.07238,0.377582
925,9.25,-3.27981,-1.05579,-3.25033,-1.06743,0.378405
926,9.26,-3.29391,-1.0267,-3.26078,-1.06018,0.379088
927,9.27,-3.32768,-1.0077,-3.27115,-1.05185,0.379707
928,9.28,-3.31408,-1.03649,-3.28167,-1.047,0.380517
929,9.29,-3.26518,-1.04726,-3.29205,-1.04354,0.381382
930,9.3,-3.28432,-1.04819,-3.30247,-1.0405,0.382272
931,9.31,-3.28087,-1.01315,-3.31251,-1.0344,0.382971
932,9.32,-3.27065,-1.0422,-3.32274,-1.0316,0.383854
933,9.33,-3.33476,-1.00328,-3.33282,-1.02543,0.384554
934,9.34,-3.31663,-1.03062,-3.34303,-1.02241,0.385423
935,9.35,-3.36304,-1.02726,-3.35335,-1.0194,0.386305
936,9.36,-3.27965,-0.993121,-3.36299,-1.01328,0.386963
937,9.37,-3.33713,-1.0128,-3.37299,-1.00968,0.387783
938,9.38,-3.40261,-1.029,-3.38336,-1.00804,0.388738
939,9.39,-3.39628,-1.0246,-3.39362,-1.0061,0.389667
940,9.4,-3.48147,-0.999797,-3.40395,-1.00209,0.390499
941,9.41,-3.44314,-1.00977,-3.41417,-0.999325,0.391383
942,9.42,-3.36226,-1.0249,-3.42417,-0.998124,0.392323
943,9.43,-3.42037,-0.999709,-3.43412,-0.994704,0.393148
944,9.44,-3.35979,-0.956713,-3.4434,-0.987412,0.393711
945,9.45,-3.45908,-0.968908,-3.45315,-0.982099,0.39442
946,9.46,-3.48847,-0.98331,-3.4631,-0.978682,0.395244
947,9.47,-3.53994,-0.977068,-3.47315,-0.97505,0.396068
948,9.48,-3.46585,-0.996042,-3.48305,-0.973436,0.396976
949,9.49,-3.385,-0.949192,-3.49214,-0.967382,0.397584
950,9.5,-3.45023,-0.997923,-3.50191,-0.966611,0.398521
951,9.51,-3.50739,-0.96435,-3.51155,-0.962784,0.399295
952,9.52,-3.45202,-0.953246,-3.52084,-0.958163,0.399992
953,9.53,-3.49561,-0.980045,-3.5305,-0.956572,0.400878
954,9.54,-3.58033,-0.940165,-3.54009,-0.951444,0.401581
955,9.55,-3.51028,-0.985768,-3.54978,-0.951015,0.402528
956,9.56,-3.55079,-0.936224,-3.55913,-0.945954,0.403211
957,9.57,-3.60045,-0.938662,-3.56867,-0.941658,0.40395
958,9.58,-3.55272,-0.960106,-3.57817,-0.939719,0.404803
959,9.59,-3.59451,-0.951414,-3.58772,-0.937178,0.405631
960,9.6,-3.58408,-0.961291,-3.59728,-0.93578,0.406517
961,9.61,-3.62141,-0.895705,-3.60634,-0.928314,0.40705
962,9.62,-3.61085,-0.93658,-3.6157,-0.925409,0.407841
963,9.63,-3.64273,-0.919899,-3.62499,-0.92122,0.40856
964,9.64,-3.6087,-0.913684,-3.63405,-0.91677,0.409244
965,9.65,-3.749,-0.905775,-3.64356,-0.912176,0.409965
966,9.66,-3.64408,-0.879722,-3.65237,-0.905368,0.410505
967,9.67,-3.66798,-0.878508,-3.66122,-0.89911,0.411077
968,9.68,-3.7023,-0.893521,-3.6703,-0.894906,0.411775
969,9.69,-3.71396,-0.907103,-3.67952,-0.89239,0.412571
970,9.7,-3.72921,-0.919094,-3.68887,-0.891254,0.413449
971,9.71,-3.73981,-0.876103,-3.69782,-0.886134,0.414089
972,9.72,-3.67583,-0.863248,-3.70637,-0.880166,0.414645
973,9.73,-3.84828,-0.868365,-3.71561,-0.875487,0.415336
974,9.74,-3.71427,-0.907988,-3.72464,-0.874803,0.416204
975,9.75,-3.68371,-0.890841,-3.73335,-0.872488,0.41696
976,9.76,-3.80626,-0.8683,-3.74231,-0.868411,0.417652
977,9.77,-3.75472,-0.852278,-3.75088,-0.863103,0.418243
978,9.78,-3.74281,-0.869184,-3.75952,-0.859872,0.418946
979,9.79,-3.80387,-0.859955,-3.76828,-0.856141,0.419635
980,9.8,-3.73635,-0.833936,-3.77649,-0.850174,0.420158
981,9.81,-3.78316,-0.875064,-3.78523,-0.848735,0.42096
982,9.82,-3.84215,-0.836065,-3.79382,-0.843792,0.421571
983,9.83,-3.71001,-0.84354,-3.8019,-0.839818,0.422181
984,9.84,-3.84114,-0.820974,-3.81027,-0.834251,0.422739
985,9.85,-3.75451,-0.850564,-3.81852,-0.831883,0.423446
986,9.86,-3.77941,-0.799513,-3.82637,-0.824905,0.423883
987,9.87,-3.79068,-0.793008,-3.83417,-0.817973,0.424316
988,9.88,-3.87754,-0.845675,-3.84276,-0.816817,0.425117
989,9.89,-3.95213,-0.847511,-3.85163,-0.816036,0.425965
990,9.9,-3.89819,-0.810492,-3.85991,-0.81171,0.426577
991,9.91,-3.81461,-0.7887,-3.86763,-0.805585,0.427042
992,9.92,-3.88475,-0.782502,-3.87552,-0.799539,0.427529
993,9.93,-3.86802,-0.80623,-3.88354,-0.796284,0.428168
994,9.94,-3.99462,-0.79557,-3.89192,-0.792492,0.428817
995,9.95,-3.96586,-0.853642,-3.90069,-0.79452,0.429795
996,9.96,-3.92576,-0.806763,-3.90883,-0.79182,0.430474
997,9.97,-3.89474,-0.788276,-3.91665,-0.787555,0.431042
998,9.98,-3.88815,-0.772243,-3.92425,-0.782146,0.431533
999,9.99,-3.98502,-0.741218,-3.93193,-0.774428,0.431915
